"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",31,19098
"2",2," Dr.","","","01",31,19098
"3",3," Lars Castellucci, SPD, ist der nächste Redner.","","","02",31,19098
"4",4," Dr.","","","03",31,19098
"5",5," Lars Castellucci:","","","04",31,19098
"6",6,"Herr Präsident! Meine sehr verehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Wir haben heute Morgen Argumente für Einwanderung gehört, wir haben auch Argumente gegen Einwanderung gehört.","","","05",31,19098
"7",7," Aber auf eines sollten wir uns doch verständigen können:","","","06",31,19098
"8",8," Deutschland, aus dem noch vor drei, vier oder fünf Generationen Menschen ausgewandert sind, weil dieses Land sie nicht ernähren konnte, ist heute zu einem attraktiven Land geworden, das mehr Arbeit zu bieten hat, als die Menschen, die schon hier sind, leisten können.","","","07",31,19098
"9",9," Wir sind allen zu Dank verpflichtet, die es aufgebaut haben.","","","08",31,19098
"10",10," Unter diesen Leuten, die das Land aufgebaut haben, sind übrigens bereits heute fast 20 Millionen Menschen — fast ein Viertel der Bevölkerung — mit sogenanntem Migrationshintergrund, unter ihnen mein Vater, der übrigens ohne deutsche Sprachkenntnisse nach Deutschland gekommen ist, der keine Ausbildung hatte, der sich daran gewöhnen musste, was es hier zu essen gibt und dass alles auf einem Teller angerichtet wird, der dann angefangen hat, Häuser mit zu bauen, und an den ersten Computern gestanden hat, die noch ganze Wände gefüllt haben.","","","09",31,19098
"11",11," Ich finde, wir dürfen, wenn wir über Zuwanderer reden — das ist meine herzliche Bitte —, diese Gruppe von Menschen nicht immer wieder so darstellen, als wäre sie eine große Bedrohung für dieses Land.","","","10",31,19098
"12",12," Sie haben Schulter an Schulter mit den deutschen Kolleginnen und Kollegen dieses Land mit aufgebaut, als Väter und Mütter, und sie verdienen genau wie alle anderen unseren Respekt und unsere Anerkennung.","","","11",31,19098
"13",13," Respekt und Anerkennung sind sowieso der Schlüssel für alles.","","","12",31,19098
"14",14," Wir haben hier Argumente für und gegen Einwanderung gehört.","","","13",31,19098
"15",15," Auch die deutsche Bevölkerung ist für und gegen Einwanderung eingestellt.","","","14",31,19098
"16",16," Es gibt eine aktuelle Studie der Friedrich-Ebert-Stiftung, nach der zwei Drittel der Deutschen Ja sagen zur Zuwanderung aus Gründen des Fachkräftebedarfs.","","","15",31,19098
"17",17," Da sind die Menschen im Land weiter als manche Leute hier im Parlament.","","","16",31,19098
"18",18," Manche Menschen sind aber auch skeptisch.","","","17",31,19098
"19",19," Ich rate dazu, nicht zu glauben, dass jeder, der sich skeptisch oder ablehnend äußert, automatisch etwas gegen Einwanderung oder gegen die Menschen, die zu uns kommen wollen, haben.","","","18",31,19098
"20",20," Ich glaube vielmehr, dass manche Menschen in diesem Land in ihrem Leben Respekt und Anerkennung vermisst haben.","","","19",31,19098
"21",21," Vielleicht hängen sie in einer Beschäftigung fest, die unterhalb ihrer Qualifikation ist.","","","20",31,19098
"22",22," Vielleicht schaffen sie nach der Familienphase den Wiedereinstieg nicht so, wie sie es sich vorstellen.","","","21",31,19098
"23",23," Vielleicht fürchten sie auch die Konkurrenz, weil sie heute schon keine günstige Wohnung oder keine Kindergartenplätze finden.","","","22",31,19098
"24",24," Deswegen ist es gut, dass wir heute nicht nur ein Fachkräft tz diskutieren, sondern auch eine Fachkräftestrategie für alle Menschen in diesem Land.","","","23",31,19098
"25",25," Wir müssen eine soziale Politik machen, die bei den Menschen ankommt - für bezahlbaren Wohnraum, für anständige Bedingungen auf dem Arbeitsmarkt, für Renten, die wirklich Respekt gegenüber der Leistung der Menschen ausdrücken.","","","24",31,19098
"26",26," Dann, glaube ich, ist das mit der Zuwanderung in diesem Land kein Problem.","","","25",31,19098
"27",27," Die Leute werden sehen:","","","26",31,19098
"28",28," Das ist Teil der Lösung.","","","27",31,19098
"29",29,"Vielen Dank.","","","28",31,19098
"30",30," Prasident Dr.
 Wolfgang ","","","29",31,19098
